id,OtherGestures,Smile,Laugh,Scowl,otherEyebrowMovement,Frown,Raise,OtherEyeMovements,Close-R,X-Open,Close-BE,gazeInterlocutor,gazeDown,gazeUp,otherGaze,gazeSide,openMouth,closeMouth,lipsDown,lipsUp,lipsRetracted,lipsProtruded,SideTurn,downR,sideTilt,backHead,otherHeadM,sideTurnR,sideTiltR,waggle,forwardHead,downRHead,singleHand,bothHands,otherHandM,complexHandM,sidewaysHand,downHands,upHands,class,transcription,Pronunciation_posteriori,Gender,Mood_from_mva,Count of Syllables,Count of filler and pauses,Rate of speech - syb per sec,Speaking time secs w/o pauses,Duration time secs w pauses,Ratio speaking to duration,Fundamental frequency_f0 Hz,SD Fundamental frequency_f0 Hz,Median Fundamental frequency_f0 Hz,Minimum Fundamental frequency_f0 Hz,Maximum Fundamental frequency_f0 Hz,25th Quantile Fundamental frequency_f0 Hz,75th Quantile Fundamental frequency_f0 Hz
trial_lie_025.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"as far as details, every detail, I just sometimes I have a general sense of what’s going on, and sometimes I don’t but as far as the fog goes, it’s more of again, words that are being spoken, or screamed or yelled, and that what processing that sort of thing, physical things I can remember because I feel them physically, I can remember what I feel internally and emotionally as well, but it’s more the words that are being spoken and their meanings, but I do remember how I feel, if that makes sense.",94.98,a female,Showing no emotion,138.0,6.0,5.0,25.2,29.5,0.9,186.33,21.17,186.3,73.0,335.0,176.0,198.0
trial_lie_026.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"I was, I believed that it’s not okay in any circumstance to take someones life even if you are defending your own life that’s how I believed it So I never really stopped to consider how society would view it. If someone is defending themselves, I just felt like I had done something wrong and I was afraid of what the consequences would be.",89.98,a female,Showing no emotion,87.0,13.0,3.0,18.1,28.5,0.6,184.0,29.79,185.7,74.0,329.0,176.0,198.0
trial_lie_027.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,deceptive,"The lunging and the gun going off were sort of contemporanios, I don’t remember how close they were or if it happened at exactly the same moment or one right after the other, it all happened very fast, and it all seemed to happen all at once, and I would say as far as distance, maybe as far as Mr. Babbikey (sp?) is, (court reporter?) but I couldn’t say for sure with absolute certainty.",89.95,a female,Showing no emotion,81.0,8.0,3.0,17.1,27.0,0.6,189.16,34.57,187.2,72.0,355.0,175.0,200.0
trial_lie_028.mp4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,deceptive,"Well, it happened very fast, I didn’t have time to think everything just happened um, it seemed in a split second. So ... I really don’t ... I just didn’t have time to think to go this way or that way or to do this or that, it just happened without really thinking about the best move to make.",89.98,a female,Showing no emotion,80.0,10.0,3.0,14.8,24.3,0.6,191.12,46.25,190.3,74.0,385.0,175.0,210.0
trial_lie_029.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"it goes back to the choking incident and the fact that, when his body slammed me he was standing over me again I thought he was trying to get on top of me and even when we fell, I felt he was still trying to get on top of me by grabbing at me",84.99,a female,Showing no emotion,62.0,6.0,3.0,12.0,19.7,0.6,175.27,37.77,171.9,73.0,372.0,166.0,183.0
trial_lie_030.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"In a sense that is correct, I remember that. Dropping the knife, screaming and that  memory came much later,   Um, but it goes blank after that. I don't remember putting the gun in the car, I don't  remember putting the rope in the car, but I have, not crystal clear, but pretty, pretty solid  memories of disposing of those. So they did go in the car obviously, but I don’t remember  placing them in the car.  ",94.97,a female,Showing no emotion,131.0,12.0,3.0,23.6,37.8,0.6,183.38,40.95,189.2,71.0,378.0,172.0,207.0
trial_lie_031.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,deceptive," Well ... I do know that we struggled that day, and based on logic it would have  because of how we fought . I don't know how things ended up, where they ended up. I just ",59.85,a female,Showing no emotion,54.0,8.0,2.0,9.8,25.9,0.4,186.35,30.15,186.7,79.0,387.0,181.0,198.0
trial_lie_032.mp4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,deceptive,"He said he was hungry, get something. I- there was a pizza receipt siting there. I called and ordered. When the pizza man came, it was right after Tim had been over. And when Tim was over, the guy had just stopped me. He was standing being that partially opened door Tim talked about, with a gun.",84.73,a female,Reading,88.0,9.0,3.0,20.1,28.0,0.7,208.47,42.23,199.7,81.0,384.0,174.0,238.0
trial_lie_033.mp4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"I knew it. Get them kids back there, don’t wanna look at you. I got a gun up here. Get them kids back there. They’ll flail a little bit but get them back there. Where the police, come in and shot the boy where they were gone say they were? … Well I could’ve, look at all those rounds I had. If I wanted to kill someone, I could have. I weren’t trying to kill nobody. They wasn’t no hostages, young folk scared. You see the man, he made them testify. Them folk going to jail don’t come here and say nothing on me. Oh I ain’t just mad at them because I can understand you. They scared. And it shouldn’t have to be like that. But people like that make them like that. You see he make [?] he [?]. You gone make me testify. Made him do it.",,Try again the sound of the audio was not clear,,,,,,,,,,,,,,
trial_lie_034.mp4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,deceptive,"He pushed me and I was up in his face. Definitely in his face. Pushed me, I don't know if he did it on purpose but he scratched my neck. And then he scratched my neck. I had a err...a rag t-shirt on anyway because I'd been taking care of my house. And he tore my shirt.",,Try again the sound of the audio was not clear,,,,,,,,,,,,,,
trial_lie_035.mp4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,deceptive,"I want to say, the prosecutor, I can't see her face but I wish I could. You disgust me. The Dorsey family disgusts me. Because how dare you say that happened to my son. You weren't there. Ya'll was never there. You were the absentee people ... always. So the Dorsey family, down to the mother, the father, to everybody- I hope ya'll live your lives well but Imma saying to my child, Gabrielle Blair, you lived well but Imma saying to 'em throughout their whole life. So live well now. You got not nothing else to say to me for I did for my child. Period.",95.0,a female,Showing no emotion,123.0,11.0,4.0,24.8,35.0,0.7,195.65,39.27,195.2,81.0,382.0,170.0,218.0
trial_lie_036.mp4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,deceptive,"... brother, sister and his children...I know that he was a fun loving Uncle and I'm ... can't continue to experience things in his life ... for a kid ... there is certainly no way to explain ... make sense of the situation and I'm truly sorry for that.",100.0,Voice not recognized,,144.0,11.0,4.0,32.5,39.0,0.8,264.24,72.91,283.0,80.0,416.0,215.0,314.0
trial_lie_037.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,deceptive,"He straddled me and he hit me and then he started choking me. I couldn't breath my umm airway was cut off, I couldn't breath. Umm my head was hurting really bad. and it it felt like my head was gonna explode",80.2,a female,Showing no emotion,75.0,8.0,3.0,16.5,26.0,0.6,186.11,36.51,180.3,75.0,380.0,173.0,201.0
trial_lie_038.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,deceptive,"I was trying to say something but I couldn't talk. I tried to push him off me but he was too strong. Um all I could think about was my kids telling me \Mom, you don't go, don't go.""",84.89,a female,Showing no emotion,68.0,4.0,3.0,13.1,23.0,0.6,173.24,46.24,176.8,74.0,375.0,168.0,189.0
trial_lie_039.mp4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,"I didn't really know her too well, I only saw her a couple of times. Not really no, I wasn't placing her face with her address. No, I didn't talk to anybody, I just lived, I would go to school and come home.  Uh, no.",100.0,a female,Reading,105.0,10.0,3.0,22.4,30.0,0.7,206.86,47.61,209.8,73.0,394.0,177.0,236.0
trial_lie_040.mp4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,deceptive,"Yes, he said he did. And he told me to take care of my wounds as necessary. No he said there was several wounds. Um he advised me to take Tylenol when I get the gel and um asked him for something to put on, put on my face.",100.0,a female,Showing no emotion,87.0,5.0,4.0,16.8,24.0,0.7,182.53,45.6,174.4,73.0,393.0,168.0,199.0
trial_lie_041.mp4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,"Remember, we withheld the evidence in this very important case that we want to try to get to the truth and to the bottom of. Well who says it not a criminal investigation, it's an investigation that is undetermined at this time. And uh we're just not prepared to make any assertions as to uh what the outcome is going to be until it's a full and thorough investigation.",95.02,a Male,Reading,109.0,6.0,4.0,24.0,26.0,0.9,125.83,29.19,119.4,81.0,381.0,107.0,137.0
trial_lie_042.mp4,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,deceptive,"They found the man uh in the secure area with his luggage cart and chairs set around him. Uh they tried to do the same thing, communicate with him. Chairs went flying, he grabbed a computer off a desk and threw that. Um they just weren't getting through to this guy and the violence, again, escalating.",100.0,a Male,Reading,88.0,7.0,4.0,20.4,24.0,0.8,126.09,36.5,117.1,81.0,356.0,110.0,125.0
trial_lie_043.mp4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,deceptive,It didn't have an instantaneous effect and Mr. Dziekanski still had the stapler in his hand. And uh he had not gone down. Just cause I was mistaken doesn't mean I was lying. I did the best job I could at the time.,95.08,a Male,Reading,55.0,4.0,4.0,11.8,14.1,0.8,116.68,53.58,90.9,79.0,319.0,85.0,124.0
trial_lie_044.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,deceptive,"None of us. We're out there, looking for three people that were just involved in a uh shooting of another three individuals out on a street corner.",94.93,a Male,Showing no emotion,38.0,3.0,4.0,8.0,9.0,0.9,106.03,28.12,96.6,79.0,239.0,91.0,109.0
trial_lie_045.mp4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,deceptive,"We do not know about, how quote, responsible CHR's share holders are because that dataset is not available and is completely locked down. Any statements about responsible and quote law-abiding CHR are is completely anecdotal and therefore conjecture. ",100.0,a female,Reading,79.0,3.0,4.0,15.7,19.1,0.8,226.0,39.5,222.2,82.0,394.0,203.0,242.0
trial_lie_046.mp4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"The first time I remember Mr. Miller he was...having kinda like an argument with the officers as we were moving the people out of the area toward the street, so that they could uh block the uh sidewalk. And uh, he was being very aggressive with the officers, we didn't understand why. We just needed everybody to follow orders, we just wanted everybody's safety. I mean we just have to give the orders to step down to the street.",100.0,a Male,speaking passionately,130.0,5.0,4.0,29.4,33.0,0.9,156.92,42.66,157.0,88.0,328.0,119.0,189.0
trial_lie_047.mp4,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,deceptive,"No, not at any time. He called me some names, but that wasn't really a conversation.  It wasn't a two part conversation. ",100.0,a Male,speaking passionately,67.0,4.0,4.0,13.6,16.0,0.8,137.55,24.7,127.7,95.0,281.0,120.0,154.0
trial_lie_048.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,deceptive,"He used the f word several times. Okay, I'm sorry. Let me rephrase that. He made mentioned of the f word towards me several times.  ",,Try again the sound of the audio was not clear,,,,,,,,,,,,,,
